,index,Unnamed: 0,Preliminary Risk Category,Neighborhood,Address,Year Built,No. Stories,Retrofit Level,Building Use,Estimated Number of Occupants,Confirmation Source,lattitude,longitude
1097,1104,1104,Medium Risk,Wallingford,4135 Stone Way N,1912,1,No visible retrofit,Commercial,11-100,Google Street View,47.657865,-122.34255800000001
1098,1105,1105,Medium Risk,Wallingford,4136 Meridian Ave N,1924,3,No visible retrofit,Residential,11-100,Google Street View,47.657788200000006,-122.33342309999999
1099,1106,1106,Medium Risk,Wallingford,4401 Wallingford Ave N,1924,1,No visible retrofit,Commercial,11-100,Field Visit,47.660438,-122.3363604
1100,1107,1107,Medium Risk,Wallingford,4411 Wallingford Ave N,1938,1,No visible retrofit,Commercial,11-100,Permit Drawing Review,47.660746200000006,-122.336479
1101,1108,1108,Medium Risk,Wallingford,4512 Stone Way N,1900,2,No visible retrofit,Commercial/Residential,11-100,Google Street View,47.661872100000004,-122.34187179999999
1102,1109,1109,Critical Risk,Wallingford,4649 Sunnyside Ave N,1906,5,Permitted Retrofit,Schools,101+,Permit Drawing Review,47.6640795,-122.331198
1103,1110,1110,Medium Risk,Wallingford,4701 Roosevelt Way NE,1927,1,No visible retrofit,Commercial,101+,Google Street View,47.663351399999996,-122.31764070000001
1104,1111,1111,Critical Risk,Wallingford,4811 Wallingford Ave N,1910,3,Permitted Retrofit,Schools,101+,Google Street View,47.663912700000004,-122.33676200000001
1105,1112,1112,High Risk,Wallingford,5050 8th Ave NE,1910,2,Permitted Retrofit,Public Assembly,101+,Permit Drawing Review,47.66643679999999,-122.3190289
1106,1113,1113,Critical Risk,Wallingford,120 NE 54th St,1913,3,Substantial Alteration,Schools,101+,Google Street View,47.6681195,-122.3266412
1107,1114,1114,Medium Risk,Wallingford,712 NE 45th St,1934,1,No visible retrofit,Public Assembly,11-100,White Card Permit Records,47.661471899999995,-122.3200307
1108,1115,1115,Critical Risk,Wallingford,4400 Interlake Ave N,1906,3,Substantial Alteration,Schools,101+,Google Street View,47.659951,-122.3398855
1109,1116,1116,Medium Risk,Wallingford,809 NE 45th St,1930,1,No visible retrofit,Commercial,101+,Google Street View,47.6610186,-122.3203117
1110,1117,1117,High Risk,West Seattle Junction/Genesee Hill,4304 SW Dakota St,1930,1,Permitted Retrofit,Public Assembly,101+,Permit Drawing Review,47.5667773,-122.38701780000001
1111,1118,1118,Medium Risk,West Seattle Junction/Genesee Hill,2701 California Ave SW,1930,3,No visible retrofit,Other Mixed Uses,11-100,Field Visit,47.579188200000004,-122.38688219999999
1112,1119,1119,Medium Risk,West Seattle Junction/Genesee Hill,3225 California Ave SW,1922,2,No visible retrofit,Commercial/Residential,11-100,Field Visit,47.574774,-122.387148
1113,1120,1120,Medium Risk,West Seattle Junction/Genesee Hill,3401 California Ave SW,1934,1,No visible retrofit,Commercial,11-100,Field Visit,47.573673,-122.387027
1114,1121,1121,Medium Risk,West Seattle Junction/Genesee Hill,4139 42nd Ave SW,1927,3,No visible retrofit,Other Mixed Uses,10-Jan,Field Visit,47.5648099,-122.3858902
1115,1122,1122,Critical Risk,West Seattle Junction/Genesee Hill,4142 42nd Ave SW,1922,2,Permitted Retrofit,Schools,101+,Permit Drawing Review,47.5654203,-122.38525790000001
1116,1123,1123,Medium Risk,West Seattle Junction/Genesee Hill,4210 SW Edmunds St,1910,1,No visible retrofit,Commercial,11-100,Field Visit,47.559470000000005,-122.38631070000001
1117,1124,1124,Medium Risk,West Seattle Junction/Genesee Hill,4400 California Ave SW,1910,1,No visible retrofit,Commercial,11-100,Permit Drawing Review,35.3691632,-119.05131540000001
1118,1125,1125,Medium Risk,West Seattle Junction/Genesee Hill,4410 California Ave SW,1910,1,No visible retrofit,Commercial,10-Jan,Permit Drawing Review,47.5643689,-122.38657099999999
1119,1126,1126,Medium Risk,West Seattle Junction/Genesee Hill,4415 Fauntleroy Way SW,1924,1,No visible retrofit,Commercial,101+,Field Visit,47.5643375,-122.37767029999999
1120,1127,1127,Medium Risk,West Seattle Junction/Genesee Hill,4427 California Ave SW,1920,1,No visible retrofit,Industrial,10-Jan,Photos from Previous Surveys,47.5636119,-122.3870847
1121,1128,1128,Medium Risk,West Seattle Junction/Genesee Hill,4480 Fauntleroy Way SW,1946,1,Visible retrofit,Commercial,11-100,Permit Drawing Review,47.563412,-122.378203
1122,1129,1129,Medium Risk,West Seattle Junction/Genesee Hill,4508 California Ave SW,1924,1,No visible retrofit,Commercial,11-100,Field Visit,47.5625596,-122.3865871
1123,1130,1130,Medium Risk,West Seattle Junction/Genesee Hill,4528 California Ave SW,1928,2,No visible retrofit,Commercial,11-100,Field Visit,47.5619145,-122.38649579999999
1124,1131,1131,Medium Risk,West Seattle Junction/Genesee Hill,4535 California Ave SW,1924,1,No visible retrofit,Commercial,11-100,Field Visit,47.561881400000004,-122.38718259999999
1125,1132,1132,Medium Risk,West Seattle Junction/Genesee Hill,4540 California Ave SW,1929,2,No visible retrofit,Commercial,11-100,Field Visit,35.367464700000006,-119.0532587
1126,1133,1133,Medium Risk,West Seattle Junction/Genesee Hill,4554 California Ave SW,1929,2,No visible retrofit,Commercial/Office,11-100,White Card Permit Records,47.5613351,-122.3866057
1127,1134,1134,Medium Risk,West Seattle Junction/Genesee Hill,4720 California Ave SW,1932,2,No visible retrofit,Commercial,11-100,Field Visit,47.560390000000005,-122.3864251
1128,1135,1135,Medium Risk,West Seattle Junction/Genesee Hill,4721 California Ave SW,1924,1,No visible retrofit,Commercial,101+,Field Visit,47.5604317,-122.3869893
1129,1136,1136,Critical Risk,West Seattle Junction/Genesee Hill,3000 California Ave SW,1920,2,Substantial Alteration,Schools,101+,Field Visit,47.576575399999996,-122.3845971
1130,1137,1137,Medium Risk,Whittier Heights,1138 NW 63rd St,1942,2,No visible retrofit,Industrial,10-Jan,Google Street View,35.5359528,-97.5316974
1131,1138,1138,High Risk,Whittier Heights,2006 NW 65th St,1928,2,No visible retrofit,Public Assembly,101+,Google Street View,47.6761266,-122.38257709999999
1132,1139,1139,Critical Risk,Whittier Heights,6510 23rd Ave NW,1929,3,No visible retrofit,Schools,101+,Google Street View,36.778261,-119.4179324
1133,1140,1140,Medium Risk,Whittier Heights,6757 8th Ave NW,1950,1,No visible retrofit,Commercial,11-100,Google Street View,47.6794427,-122.3662723
1134,1141,1141,Medium Risk,Whittier Heights,7000 15th Ave NW,1927,1,No visible retrofit,Commercial/Office,11-100,Field Visit,47.679609899999996,-122.3764605
1135,1142,1142,Medium Risk,Whittier Heights,7013 15th Ave NW,1935,1,No visible retrofit,Commercial,11-100,Field Visit,47.679968,-122.37699209999998
1136,1143,1143,Critical Risk,Whittier Heights,1810 NW 65th St,1930,3,Permitted Retrofit,Schools,101+,Google Street View,47.6765526,-122.3804807
